류,번호,표제,품명
90,9011,광학현미경,광학현미경(마이크로 사진용·마이크로 영화촬영용·마이크로 영사용을 포함한다)
90,9012,기타의 현미경,광학현미경 외의 현미경과 회절기기(diffraction apparatus)
90,9013,그 밖의 광학기기,"레이저기기[레이저 다이오드(laser diode)는 제외한다], 그 밖의 광학기기(이 류에 따로 분류되지 않은 것으로 한정한다)"
90,9014,컴퍼스·기타항행용기기,방향탐지용 컴퍼스(compass)와 그 밖의 항행용 기기
90,9015,토지측량·기상관측기기,토지측량기기(사진측량용을 포함한다)·수로측량기기·해양측량기기·수리계측기기·기상관측기기·지구물리학용 기기[컴퍼스(compass)는 제외한다]·거리측정기
90,9016,정밀저울,감량(感量) 50밀리그램 이하인 저울(추가 있는지에 상관없다)
90,9017,제도용구,"제도용구·설계용구·계산용구(예: 제도기·축소확대기·분도기·제도세트·계산척·계산반), 수지식 길이 측정용구[예: 곧은 자와 줄자·마이크로미터·캘리퍼스(callipers)](이 류에 따로 분류되지 않은 것으로 한정한다)"
90,9018,의료용 기기,내과용·외과용·치과용·수의과용 기기[신티그래픽(scintigraphic)식 진단기기·그 밖의 전기식 의료기기와 시력 검사기기를 포함한다]
90,9019,맛사지·치료용호흡기기,"기계요법용 기기, 마사지용 기기, 심리학적 적성검사용 기기, 오존 흡입기·산소 흡입기·에어로졸 치료기·인공호흡기나 그 밖의 치료용 호흡기기"
90,9020,기타의 호흡기기,그 밖의 호흡용 기기와 가스마스크(기계적인 부분품과 교환용 필터를 모두 갖추지 않은 보호용 마스크는 제외한다)
90,9021,정형외과용 기기,"정형외과용 기기(목발·외과용 벨트와 탈장대를 포함한다), 골절 치료용 부목과 그 밖의 골절 치료구, 인공 인체 부분, 보청기, 결함·장애를 보정하기 위하여 착용하거나 휴대하거나 인체에 삽입하는 그 밖의 기기"
90,9022,방사선기기,엑스선이나 알파선·베타선·감마선·그 밖의 전리선을 사용하는 기기(내과용·외과용·치과용·수의과용인지에 상관없으며 방사선 사진용이나 방사선 치료용 기기·엑스선관과 그 밖의 엑스선 발생기·고압 발생기·조절반·스크린·검사용이나 치료용 테이블·의자와 이와 유사한 물품을 포함한다)
90,9023,전시용 모형,전시용으로 설계된 기구와 모형(예: 교육용이나 전람회용)(다른 용도에 사용될 수 없는 것으로 한정한다)
90,9024,재료 성질 시험용 기기,재료(예: 금속·목재·직물·종이·플라스틱)의 경도·항장력·압축성·탄성이나 그 밖의 기계적 성질의 시험용 기기
90,9025,온도계·습도계,"액체비중계와 이와 유사한 부력식 측정기·온도계·고온계·기압계·습도계와 건습구 습도계(이들을 결합한 것을 포함하며, 기록장치가 있는지에 상관없다)"
90,9026,유량·액면·압력 측정기기,"액체나 기체의 유량·액면·압력이나 그 밖의 변량(變量)의 측정용이나 검사용 기기(예: 유량계·액면계·압력계·열 측정계). 다만, 제9014호·제9015호·제9028호·제9032호의 것은 제외한다."
90,9027,"물리·화학 분석용 기기, 열·소리·빛의 측정기기","물리나 화학 분석용 기기(예: 편광계·굴절계·분광계·가스나 매연 분석기), 점도·포로서티(porosity)·팽창·표면장력이나 이와 유사한 것의 측정용이나 검사용 기기, 열·소리·빛의 양의 측정용이나 검사용 기기(노출계를 포함한다), 마이크로톰(microtome)"
90,9028,기체·액체·전기 적산용계기,기체·액체·전기의 적산(積算)용 계기(그 검정용 계기를 포함한다)
90,9029,속도계·적산회전계,"적산(積算)회전계·생산량계·택시미터·주행거리계·보수계와 이와 유사한 계기, 속도계와 회전속도계(제9014호나 제9015호의 것은 제외한다), 스트로보스코프(stroboscope)"
90,9030,전기적 양의 측정기기,"오실로스코프(oscilloscope)·스펙트럼 분석기와 그 밖의 전기적 양의 측정용이나 검사용 기기(제9028호의 것은 제외한다), 알파선·베타선·감마선·엑스선·우주선이나 그 밖의 전리선의 검사용이나 검출용 기기"
90,9031,기타의 측정·검사용 기기,그 밖의 측정용이나 검사용 기기(이 류에 따로 분류되지 않은 것으로 한정한다)와 윤곽 투영기
90,9032,자동조절기기,자동조절용이나 자동제어용 기기
90,9033,부분품과 부속품,제90류의 기계·기기·장치·장비용 부분품과 부속품(이 류에 따로 분류되지 않은 것으로 한정한다)
91,9101,귀금속제의 휴대용시계,"손목시계·회중시계와 그 밖의 휴대용 시계(스톱워치를 포함하며, 케이스를 귀금속으로 만든 것이나 귀금속을 입힌 금속으로 만든 것으로 한정한다)"
91,9102,기타의 휴대용시계,손목시계·회중시계와 그 밖의 휴대용 시계(스톱워치를 포함하되 제9101호의 것은 제외한다)
91,9103,휴대용시계의 무브먼트를 갖춘 클록,휴대용 시계의 무브먼트(movement)를 갖춘 클록(clock)(제9104호의 것은 제외한다)
91,9104,계기반 클록,차량용·항공기용·우주선용·선박용 계기반 클록(clock)과 이와 유사한 클록(clock)
91,9105,기타의 클록,그 밖의 클록(clock)
91,9106,시간의 측정·기록용 기기,시각을 기록하는 기기와 시계의 무브먼트(movement)나 동기(同期) 전동기를 갖춘 것으로서 시간을 측정·기록하거나 알리는 기기[예: 타임레지스터(time-register)·타임레코더(time-recorder)]
91,9107,타임스윗치,타임스위치[시계의 무브먼트(movement)나 동기(同期) 전동기를 갖춘 것으로 한정한다]
91,9108,휴대용시계의 무브먼트,휴대용 시계의 무브먼트(movement)(완전한 것으로서 조립된 것으로 한정한다)
91,9109,클록무브먼트,클록 무브먼트(clock movement)(완전한 것으로서 조립된 것으로 한정한다)
91,9110,미조립·불완전한 무브먼트,"완전한 시계의 무브먼트(movement)(미조립이나 부분적으로 조립된 것으로 한정한다)(무브먼트세트), 불완전한 시계의 무브먼트(movement)(조립된 것으로 한정한다), 러프(rough)한 시계의 무브먼트(movement)"
91,9111,휴대용시계의 케이스,휴대용 시계의 케이스와 그 부분품
91,9112,클록케이스,"클록(clock) 케이스, 이 류의 그 밖의 물품에 사용되는 이와 유사한 유형의 케이스와 이들의 부분품"
91,9113,휴대용시계의 줄,휴대용 시곗줄·휴대용 시계밴드·휴대용 시계팔찌와 이들의 부분품
91,9114,기타 시계의 부분품,그 밖의 시계의 부분품
92,9201,피아노,피아노(자동피아노를 포함한다)·하프시코드(harpsichord)와 그 밖의 건반이 있는 현악기
92,9202,현악기,그 밖의 현악기(예: 기타·바이올린·하프)
92,9205,관악기,관악기(예: 키보드 파이프 오르간·아코디언·클라리넷·트럼펫·백파이프)[페어그라운드 오르간(fairground organ)과 메커니컬 스트리트 오르간(mechanical street organ)은 제외한다]
92,9206,타악기,타악기[예: 북·목금·심벌·캐스터네츠·마라카스(maracas)]
92,9207,전자악기,전기적으로 음이 발생하거나 증폭되는 악기(예: 오르간·기타·아코디언)
92,9208,뮤지컬박스 및 기타의 악기,"뮤지컬박스·페어그라운드 오르간(fairground?organ)·메커니컬 스트리트 오르간(mechanical street organ)·기계식 자명조(singing bird)·뮤지컬소(musical saw)와 그 밖의 악기로서 이 류의 다른 호에 해당하지 않는 것, 각종 데코이 콜(decoy call), 휘슬·호각과 그 밖의 입으로 불어서 나는 소리로 신호하는 기구"
92,9209,부분품,"악기의 부분품(예: 뮤지컬박스용 메카니즘)과 부속품(예: 기계식 악기용 카드·디스크·롤), 박절기(metronom)·소리굽쇠, 각종 조율관(調律管)"
93,9301,군용화기,군용 무기[리볼버(revolver)·피스톨(pistol)과 제9307호의 무기는 제외한다]
93,9302,권총,리볼버(revolver)와 피스톨(pistol)(제9303호·9304호의 것은 제외한다)
93,9303,기타의 화기,"그 밖의 화기와 폭약으로 점화되는 이와 유사한 장치[예: 경기용 산탄총과 라이플(rifle), 총구장전 화기, 베리식 피스톨(Very pistol), 신호용 화염만을 발생하는 그 밖의 장치, 공포탄용 피스톨(pistol)·리볼버(revolver), 캡티브볼트(captive-bolt)형 무통(無痛) 도살기, 줄 발사총(line-throwing gun)]"
93,9304,기타의 무기,그 밖의 무기(예: 스프링총·공기총·가스총·경찰봉)(제9307호의 것은 제외한다)
93,9305,부분품과 부속품,부분품과 부속품(제9301호부터 제9304호까지의 것으로 한정한다)
93,9306,폭탄·미사일·탄약,"폭탄·유탄·어뢰·지뢰·미사일과 이와 유사한 군수품과 이들의 부분품, 탄약·그 밖의 총포탄·탄두와 이들의 부분품[산탄알과 탄약 안에 충전되는 와드(wad)를 포함한다]"
93,9307,창·검,"검류·창과 이와 유사한 무기, 이들의 부분품과 집"
94,9401,의자,의자(침대로 겸용할 수 있는지에 상관없으며 제9402호의 것은 제외한다)와 그 부분품
94,9402,의료·이발용가구,"내과용·외과용·치과용·수의과용 가구류(예: 수술대·검사대·기계식 장비를 갖춘 병원용 침대·치과용 의자), 회전·뒤로 젖힘·상하 조절 기능을 갖춘 이발용 의자와 이와 유사한 의자, 이들의 부분품"
94,9403,기타의 가구,그 밖의 가구와 그 부분품
94,9404,침구 및 매트리스,"매트리스 서포트(mattress support), 침구와 이와 유사한 물품[예: 매트리스·이불·우모이불·쿠션·푸프(pouff)·베개]으로서 스프링을 부착한 것이나 각종 재료를 채우거나 내부에 끼워 넣은 것이나 셀룰러 고무나 플라스틱으로 만든 것(피복하였는지에 상관없다)"
94,9405,조명기구,"조명기구[서치라이트(searchlight)·스포트라이트(spotlight)와 이들의 부분품을 포함하고, 따로 분류되지 않은 것으로 한정한다], 조명용 사인·조명용 네임플레이트(name-plate)와 이와 유사한 물품(광원이 고정되어 있는 것으로 한정한다), 이들의 부분품(따로 분류되지 않은 것으로 한정한다)"
94,9406,조립식 건축물,조립식 건축물
95,9503,완구,"세발자전거·스쿠터·페달 자동차와 이와 유사한 바퀴가 달린 완구, 인형용 차, 인형과 그 밖의 완구, 축소 모형과 이와 유사한 오락용 모형(작동하는 것인지에 상관없다), 각종 퍼즐"
95,9504,"비디오게임기, 오락용 기계","비디오게임 콘솔과 비디오게임기, 테이블게임용구나 실내게임용구(핀테이블용구·당구용구·카지노게임용 특수테이블·자동식 볼링용구를 포함한다), 코인·은행권·은행카드·토큰과 그 밖의 지급수단으로 작동되는 오락용 기계"
95,9505,축제·오락용품,축제용품·카니발용품이나 그 밖의 오락용품[마술용품과 기술(奇術)용품을 포함한다]
95,9506,운동용구,"일반적으로 육체적 운동·체조·육상·그 밖의 운동에 사용하는 물품(탁구용품을 포함한다), 옥외게임용품(이 류에 따로 분류되지 않은 것으로 한정한다), 수영장용품과 패들링풀(paddling pool)용품"
95,9507,수렵용구,"낚싯대·낚싯바늘과 그 밖의 낚시용구, 낚시용 망·포충망(捕蟲網)과 이와 유사한 망, 조류 유인용구(제9208호나 제9705호의 것은 제외한다)와 이와 유사한 수렵용구"
95,9508,놀이기구,"순회서커스·순회동물원 용품, 놀이공원의 탈것·워터파크 놀이기구, 유원지용 오락물(실내사격연습장용품을 포함한다), 순회극장 용품"
96,9601,동물성 조각용 물품,가공한 아이보리(ivory)·뼈·귀갑(龜甲)·뿔·가지진 뿔·산호·자개·그 밖의 동물성 조각용 재료와 그 제품(성형품을 포함한다)
